0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44
,,,,,,,,,,,,,,,,,,,,,,,,,,NCA20 2632,25142402.16,2020,9,12,0,0,2.2,,41.93,46.38,9.0,5.7,,0.9,7,,DAGSR,
,,,,,,,,,,,,,,,,,,,,,,,,,,NCA20 2633,25147239.60,2020,9,12,1,20,39.6,,41.18,47.02,9.0,6.2,,1.2,4,,DAGSR,
,,,,,,,,,,,,,,,,,,,,,,,,,,NCA20 2634,25152589.80,2020,9,12,2,49,49.8,0.46,42.55,46.32,16.0,6.5,2.9,1.4,11,,OBGSR,
,,,,,,,,,,,,,,,,,,,,,,,,,,NCA20 2635,25156065.49,2020,9,12,3,47,45.5,,43.01,46.63,9.0,4.4,,0.2,3,,DAGSR,
,,,,,,,,,,,,,,,,,,,,,,,,,,NCA20 2636,25177277.50,2020,9,12,9,41,17.5,0.89,43.15,46.25,15.2,6.0,2.6,1.1,11,,OBGSR,
,,,,,,,,,,,,,,,,,,,,,,,,,,NCA20 2637,25198903.58,2020,9,12,15,41,43.6,,41.59,47.57,9.0,7.4,,1.9,8,,DAGSR,
,,,,,,,,,,,,,,,,,,,,,,,,,,NCA20 2638,25221234.31,2020,9,12,21,53,54.3,,41.75,46.46,9.0,6.1,,1.2,8,,DAGSR,
,,,,,,,,,,,,,,,,,,,,,,,,,,NCA20 2639,25222995.90,2020,9,12,22,23,15.9,0.06,43.37,43.85,5.2,4.7,1.9,0.4,3,,NOGSR,
,,,,,,,,,,,,,,,,,,,,,,,,,,NCA20 2640,25237114.30,2020,9,13,2,18,34.3,0.09,43.16,45.15,7.8,5.8,2.6,1.0,5,,NOGSR,
,,,,,,,,,,,,,,,,,,,,,,,,,,NCA20 2641,25237131.65,2020,9,13,2,18,51.7,,42.80,45.60,18.0,5.9,,1.1,9,,DAGSR,
,,,,,,,,,,,,,,,,,,,,,,,,,,NCA20 2642,25238929.70,2020,9,13,2,48,49.7,0.30,42.59,44.29,32.1,5.5,2.3,0.8,4,,NOGSR,
,,,,,,,,,,,,,,,,,,,,,,,,,,NCA20 2643,25241638.08,2020,9,13,3,33,58.1,,42.80,46.79,6.0,3.8,,-0.1,6,,DAGSR,
,,,,,,,,,,,,,,,,,,,,,,,,,,NCA20 2644,25247424.27,2020,9,13,5,10,24.3,,42.66,46.82,3.0,3.8,,-0.1,5,,DAGSR,
,,,,,,,,,,,,,,,,,,,,,,,,,,NCA20 2645,25252806.90,2020,9,13,6,40,6.9,,42.88,47.68,15.0,6.2,,1.2,10,,DAGSR,
,,,,,,,,,,,,,,,,,,,,,,,,,,NCA20 2646,25255200.50,2020,9,13,7,20,0.5,,42.95,46.97,6.0,4.4,,0.2,5,,DAGSR,
,,,,,,,,,,,,,,,,,,,,,,,,,,NCA20 2647,25264024.70,2020,9,13,9,47,4.7,0.59,42.54,43.42,10.0,7.2,3.4,1.8,10,,NOGSR,
,,,,,,,,,,,,,,,,,,,,,,,,,,NCA20 2648,25265177.94,2020,9,13,10,6,17.9,,43.13,47.18,15.0,5.5,,0.8,7,,DAGSR,
,,,,,,,,,,,,,,,,,,,,,,,,,,NCA20 2649,25280127.10,2020,9,13,14,15,27.1,0.11,44.41,42.66,27.0,6.0,2.5,1.1,4,,CWGSR,
,,,,,,,,,,,,,,,,,,,,,,,,,,NCA20 2650,25282845.54,2020,9,13,15,0,45.5,,42.91,47.03,9.0,5.0,,0.6,7,,DAGSR,
,,,,,,,,,,,,,,,,,,,,,,,,,,NCA20 2651,25287521.83,2020,9,13,16,18,41.8,,42.88,47.00,6.0,4.6,,0.3,6,,DAGSR,
,,,,,,,,,,,,,,,,,,,,,,,,,,NCA20 2652,25300469.00,2020,9,13,19,54,29.0,0.51,42.61,46.58,47.7,7.5,3.2,1.9,18,,OBGSR,
,,,,,,,,,,,,,,,,,,,,,,,,,,NCA20 2653,25317203.71,2020,9,14,0,33,23.7,,42.28,48.32,15.0,6.3,,1.3,12,,DAGSR,
,,,,,,,,,,,,,,,,,,,,,,,,,,NCA20 2654,25317533.19,2020,9,14,0,38,53.2,,42.31,47.80,24.0,6.9,,1.6,17,,DAGSR,
,,,,,,,,,,,,,,,,,,,,,,,,,,NCA20 2655,25319818.60,2020,9,14,1,16,58.6,0.61,42.54,46.29,30.5,6.4,2.8,1.3,16,,OBGSR,
,,,,,,,,,,,,,,,,,,,,,,,,,,NCA20 2656,25347995.44,2020,9,14,9,6,35.4,,42.38,46.49,15.0,5.2,,0.7,10,,DAGSR,
,,,,,,,,,,,,,,,,,,,,,,,,,,NCA20 2657,25423031.20,2020,9,15,5,57,11.2,0.64,40.28,47.35,13.4,7.6,3.4,2.0,6,,OBGSR,
,,,,,,,,,,,,,,,,,,,,,,,,,,NCA20 2658,25427554.30,2020,9,15,7,12,34.3,0.70,42.43,46.51,7.4,6.5,2.9,1.4,13,,OBGSR,
,,,,,,,,,,,,,,,,,,,,,,,,,,NCA20 2659,25432421.50,2020,9,15,8,33,41.5,0.47,43.18,44.16,7.2,6.2,3.0,1.2,11,,NOGSR,
,,,,,,,,,,,,,,,,,,,,,,,,,,NCA20 2660,25438439.79,2020,9,15,10,13,59.8,,41.89,47.53,15.0,7.2,,1.8,14,,DAGSR,
,,,,,,,,,,,,,,,,,,,,,,,,,,NCA20 2661,25438674.00,2020,9,15,10,17,54.0,0.51,44.06,39.13,12.9,7.6,3.2,2.0,8,,OBGSR,
,,,,,,,,,,,,,,,,,,,,,,,,,,NCA20 2662,25439232.50,2020,9,15,10,27,12.5,0.82,44.80,37.70,0.0,5.9,2.0,1.1,4,взрыв,OBGSR,
,,,,,,,,,,,,,,,,,,,,,,,,,,NCA20 2663,25439284.60,2020,9,15,10,28,4.6,0.57,44.78,37.66,0.0,5.8,2.4,1.0,4,взрыв,OBGSR,
,,,,,,,,,,,,,,,,,,,,,,,,,,NCA20 2664,25442442.74,2020,9,15,11,20,42.7,,42.93,46.02,24.0,6.0,,1.1,11,,DAGSR,
,,,,,,,,,,,,,,,,,,,,,,,,,,NCA20 2665,25455080.30,2020,9,15,14,51,20.3,0.86,42.48,45.91,9.3,10.0,4.6,3.3,49,,OBGSR,
,,,,,,,,,,,,,,,,,,,,,,,,,,NCA20 2666,25458321.10,2020,9,15,15,45,21.1,0.36,43.73,41.86,0.0,6.2,2.5,1.2,5,взрыв,OBGSR,
,,,,,,,,,,,,,,,,,,,,,,,,,,NCA20 2667,25459937.09,2020,9,15,16,12,17.1,,41.89,46.54,6.0,6.7,,1.5,10,,DAGSR,
,,,,,,,,,,,,,,,,,,,,,,,,,,NCA20 2668,25463855.70,2020,9,15,17,17,35.7,0.07,44.10,39.31,35.0,5.5,1.8,0.8,3,,OBGSR,
,,,,,,,,,,,,,,,,,,,,,,,,,,NCA20 2669,25465189.67,2020,9,15,17,39,49.7,,41.95,46.43,6.0,6.3,,1.3,8,,DAGSR,
,,,,,,,,,,,,,,,,,,,,,,,,,,NCA20 2670,25470414.91,2020,9,15,19,6,54.9,,42.03,46.72,39.0,5.5,,0.8,8,,DAGSR,
,,,,,,,,,,,,,,,,,,,,,,,,,,NCA20 2671,25472984.10,2020,9,15,19,49,44.1,0.42,43.47,44.42,10.0,6.3,2.5,1.3,9,,NOGSR,
,,,,,,,,,,,,,,,,,,,,,,,,,,NCA20 2672,25485938.78,2020,9,15,23,25,38.8,,42.73,46.11,24.0,5.3,,0.7,10,,DAGSR,
,,,,,,,,,,,,,,,,,,,,,,,,,,NCA20 2673,25486396.74,2020,9,15,23,33,16.7,,42.97,46.95,6.0,3.6,,-0.2,5,,DAGSR,
,,,,,,,,,,,,,,,,,,,,,,,,,,NCA20 2674,25506751.90,2020,9,16,5,12,31.9,0.61,42.56,43.77,17.9,6.6,3.2,1.4,9,,NOGSR,
,,,,,,,,,,,,,,,,,,,,,,,,,,NCA20 2675,25511055.50,2020,9,16,6,24,15.5,,42.87,47.00,3.0,5.0,,0.6,5,,DAGSR,
,,,,,,,,,,,,,,,,,,,,,,,,,,NCA20 2676,25514973.30,2020,9,16,7,29,33.3,0.56,43.41,44.40,5.0,5.9,2.7,1.1,5,,NOGSR,
,,,,,,,,,,,,,,,,,,,,,,,,,,NCA20 2677,25514989.80,2020,9,16,7,29,49.8,0.16,43.58,44.48,13.8,6.7,3.6,1.5,7,,NOGSR,
,,,,,,,,,,,,,,,,,,,,,,,,,,NCA20 2678,25520782.61,2020,9,16,9,6,22.6,,42.39,46.04,6.0,5.7,,0.9,8,,DAGSR,
,,,,,,,,,,,,,,,,,,,,,,,,,,NCA20 2679,25526365.70,2020,9,16,10,39,25.7,0.26,44.82,37.69,0.0,6.0,2.0,1.1,3,взрыв,OBGSR,
,,,,,,,,,,,,,,,,,,,,,,,,,,NCA20 2680,25526402.50,2020,9,16,10,40,2.5,0.17,44.86,37.62,0.0,6.3,2.1,1.3,3,взрыв,OBGSR,
,,,,,,,,,,,,,,,,,,,,,,,,,,NCA20 2681,25539006.90,2020,9,16,14,10,6.9,0.83,44.27,40.30,0.0,5.7,2.4,0.9,5,взрыв,OBGSR,
,,,,,,,,,,,,,,,,,,,,,,,,,,NCA20 2682,25544002.20,2020,9,16,15,33,22.2,0.48,43.68,44.29,61.0,6.6,3.1,1.4,9,,NOGSR,
,,,,,,,,,,,,,,,,,,,,,,,,,,NCA20 2683,25556476.70,2020,9,16,19,1,16.7,0.34,43.86,39.44,17.5,5.5,1.7,0.8,3,,OBGSR,
,,,,,,,,,,,,,,,,,,,,,,,,,,NCA20 2684,25567020.20,2020,9,16,21,57,0.2,0.15,43.82,39.44,7.2,5.6,1.7,0.9,3,,OBGSR,
,,,,,,,,,,,,,,,,,,,,,,,,,,NCA20 2685,25568684.24,2020,9,16,22,24,44.2,,42.90,46.32,6.0,4.8,,0.4,6,,DAGSR,
,,,,,,,,,,,,,,,,,,,,,,,,,,NCA20 2686,25569036.73,2020,9,16,22,30,36.7,,41.60,48.31,6.0,5.4,,0.8,5,,DAGSR,
,,,,,,,,,,,,,,,,,,,,,,,,,,NCA20 2687,25573723.40,2020,9,16,23,48,43.4,0.41,42.46,45.94,13.5,7.1,3.2,1.7,16,,OBGSR,
,,,,,,,,,,,,,,,,,,,,,,,,,,NCA20 2688,25575351.75,2020,9,17,0,15,51.8,,40.50,47.95,54.0,6.6,,1.4,5,,DAGSR,
,,,,,,,,,,,,,,,,,,,,,,,,,,NCA20 2689,25583543.90,2020,9,17,2,32,23.9,0.25,44.78,37.38,24.4,6.9,2.4,1.6,6,,OBGSR,
,,,,,,,,,,,,,,,,,,,,,,,,,,NCA20 2690,25583781.40,2020,9,17,2,36,21.4,0.66,43.00,44.06,3.9,5.0,2.2,0.6,6,,NOGSR,
,,,,,,,,,,,,,,,,,,,,,,,,,,NCA20 2691,25603208.70,2020,9,17,8,0,8.7,0.31,42.06,44.25,4.8,6.8,3.1,1.6,6,,NOGSR,
,,,,,,,,,,,,,,,,,,,,,,,,,,NCA20 2692,25606729.84,2020,9,17,8,58,49.8,,42.94,46.99,9.0,4.6,,0.3,4,,DAGSR,
,,,,,,,,,,,,,,,,,,,,,,,,,,NCA20 2693,25607983.87,2020,9,17,9,19,43.9,,42.76,46.22,3.0,5.7,,0.9,9,,DAGSR,
,,,,,,,,,,,,,,,,,,,,,,,,,,NCA20 2694,25611167.60,2020,9,17,10,12,47.6,0.38,44.79,37.70,0.0,6.1,2.3,1.2,3,взрыв,OBGSR,
,,,,,,,,,,,,,,,,,,,,,,,,,,NCA20 2695,25616291.75,2020,9,17,11,38,11.8,,42.85,46.24,15.0,5.8,,1.0,10,,DAGSR,
,,,,,,,,,,,,,,,,,,,,,,,,,,NCA20 2696,25616799.25,2020,9,17,11,46,39.3,,42.22,48.10,15.0,6.5,,1.4,11,,DAGSR,
,,,,,,,,,,,,,,,,,,,,,,,,,,NCA20 2697,25626749.95,2020,9,17,14,32,30.0,,41.75,49.01,18.0,7.5,,1.9,10,,DAGSR,
,,,,,,,,,,,,,,,,,,,,,,,,,,NCA20 2698,25640450.19,2020,9,17,18,20,50.2,,42.29,48.13,3.0,6.4,,1.3,12,,DAGSR,
,,,,,,,,,,,,,,,,,,,,,,,,,,NCA20 2699,25656378.30,2020,9,17,22,46,18.3,0.20,42.61,46.22,55.6,6.3,2.8,1.3,11,,OBGSR,
,,,,,,,,,,,,,,,,,,,,,,,,,,NCA20 2700,25658974.83,2020,9,17,23,29,34.8,,41.46,48.08,33.0,6.7,,1.5,10,,DAGSR,
,,,,,,,,,,,,,,,,,,,,,,,,,,NCA20 2701,25664357.30,2020,9,18,0,59,17.3,0.04,43.95,43.08,13.6,4.5,1.0,0.3,4,,CWGSR,
,,,,,,,,,,,,,,,,,,,,,,,,,,NCA20 2702,25664549.27,2020,9,18,1,2,29.3,,41.90,47.58,6.0,5.8,,1.0,4,,DAGSR,
,,,,,,,,,,,,,,,,,,,,,,,,,,NCA20 2703,25665754.50,2020,9,18,1,22,34.5,0.65,42.91,45.45,8.9,7.1,3.1,1.7,18,,OBGSR,
,,,,,,,,,,,,,,,,,,,,,,,,,,NCA20 2704,25667114.10,2020,9,18,1,45,14.1,0.58,42.61,48.32,17.9,7.4,2.9,1.9,13,,OBGSR,
,,,,,,,,,,,,,,,,,,,,,,,,,,NCA20 2705,25684820.30,2020,9,18,6,40,20.3,0.54,41.63,49.07,6.2,7.8,3.5,2.1,9,,OBGSR,
,,,,,,,,,,,,,,,,,,,,,,,,,,NCA20 2706,25698310.41,2020,9,18,10,25,10.4,,42.49,46.85,9.0,4.2,,0.1,7,,DAGSR,
,,,,,,,,,,,,,,,,,,,,,,,,,,NCA20 2707,25699169.86,2020,9,18,10,39,29.9,,42.24,47.69,6.0,6.8,,1.6,10,,DAGSR,
,,,,,,,,,,,,,,,,,,,,,,,,,,NCA20 2708,25705468.40,2020,9,18,12,24,28.4,0.06,43.95,43.09,11.6,5.3,1.9,0.7,3,,CWGSR,
,,,,,,,,,,,,,,,,,,,,,,,,,,NCA20 2709,25725547.70,2020,9,18,17,59,7.7,,41.88,46.34,9.0,6.5,,1.4,7,,DAGSR,
,,,,,,,,,,,,,,,,,,,,,,,,,,NCA20 2710,25737014.09,2020,9,18,21,10,14.1,,42.90,47.16,15.0,4.2,,0.1,4,,DAGSR,
,,,,,,,,,,,,,,,,,,,,,,,,,,NCA20 2711,25737039.91,2020,9,18,21,10,39.9,,42.91,47.23,3.0,5.4,,0.8,9,,DAGSR,
,,,,,,,,,,,,,,,,,,,,,,,,,,NCA20 2712,25742781.63,2020,9,18,22,46,21.6,,42.79,46.96,3.0,3.3,,-0.4,5,,DAGSR,
,,,,,,,,,,,,,,,,,,,,,,,,,,NCA20 2713,25748037.00,2020,9,19,0,13,57.0,0.52,42.98,47.30,9.7,8.0,3.5,2.2,30,,OBGSR,
,,,,,,,,,,,,,,,,,,,,,,,,,,NCA20 2714,25756356.01,2020,9,19,2,32,36.0,,43.00,47.34,3.0,5.0,,0.6,6,,DAGSR,
,,,,,,,,,,,,,,,,,,,,,,,,,,NCA20 2715,25763836.25,2020,9,19,4,37,16.3,,41.99,46.68,3.0,5.8,,1.0,7,,DAGSR,
,,,,,,,,,,,,,,,,,,,,,,,,,,NCA20 2716,25773273.80,2020,9,19,7,14,33.8,,43.08,46.98,9.0,5.5,,0.8,6,,DAGSR,
,,,,,,,,,,,,,,,,,,,,,,,,,,NCA20 2717,25782666.40,2020,9,19,9,51,6.4,0.48,42.90,46.26,6.5,6.9,3.0,1.6,16,,OBGSR,
,,,,,,,,,,,,,,,,,,,,,,,,,,NCA20 2718,25824259.56,2020,9,19,21,24,19.6,,40.97,47.99,9.0,7.4,,1.9,8,,DAGSR,
,,,,,,,,,,,,,,,,,,,,,,,,,,NCA20 2719,25832628.40,2020,9,19,23,43,48.4,,41.66,48.89,9.0,7.5,,1.9,9,,DAGSR,
,,,,,,,,,,,,,,,,,,,,,,,,,,NCA20 2720,25848217.65,2020,9,20,4,3,37.7,,42.90,46.28,6.0,5.4,,0.8,9,,DAGSR,
,,,,,,,,,,,,,,,,,,,,,,,,,,NCA20 2721,25850994.60,2020,9,20,4,49,54.6,,43.94,32.38,7.0,7.3,,1.8,,,Крым,
,,,,,,,,,,,,,,,,,,,,,,,,,,NCA20 2722,25865280.14,2020,9,20,8,48,0.1,,41.51,48.25,24.0,7.5,,1.9,14,,DAGSR,
,,,,,,,,,,,,,,,,,,,,,,,,,,NCA20 2723,25872359.23,2020,9,20,10,45,59.2,,43.04,46.53,15.0,4.5,,0.3,5,,DAGSR,
,,,,,,,,,,,,,,,,,,,,,,,,,,NCA20 2724,25881589.06,2020,9,20,13,19,49.1,,42.68,46.97,9.0,4.5,,0.3,6,,DAGSR,
,,,,,,,,,,,,,,,,,,,,,,,,,,NCA20 2725,25924599.90,2020,9,21,1,16,39.9,0.79,43.89,45.27,12.7,6.6,2.7,1.4,22,,OBGSR,
,,,,,,,,,,,,,,,,,,,,,,,,,,NCA20 2726,25924885.20,2020,9,21,1,21,25.2,0.53,43.67,41.19,24.1,5.1,2.4,0.6,6,,OBGSR,
,,,,,,,,,,,,,,,,,,,,,,,,,,NCA20 2727,25930228.80,2020,9,21,2,50,28.8,0.18,43.85,43.05,10.8,3.9,1.7,-0.1,4,,CWGSR,
,,,,,,,,,,,,,,,,,,,,,,,,,,NCA20 2728,25937939.34,2020,9,21,4,58,59.3,,41.67,47.86,33.0,6.5,,1.4,5,,DAGSR,
,,,,,,,,,,,,,,,,,,,,,,,,,,NCA20 2729,25938533.52,2020,9,21,5,8,53.5,,42.96,47.10,6.0,4.6,,0.3,5,,DAGSR,
,,,,,,,,,,,,,,,,,,,,,,,,,,NCA20 2730,25945267.13,2020,9,21,7,1,7.1,,42.57,47.71,24.0,6.7,,1.5,11,,DAGSR,
,,,,,,,,,,,,,,,,,,,,,,,,,,NCA20 2731,25970673.67,2020,9,21,14,4,33.7,,43.06,47.15,9.0,5.0,,0.6,5,,DAGSR,
,,,,,,,,,,,,,,,,,,,,,,,,,,NCA20 2732,25983925.70,2020,9,21,17,45,25.7,0.45,42.50,46.79,57.2,8.2,3.7,2.3,18,,OBGSR,
,,,,,,,,,,,,,,,,,,,,,,,,,,NCA20 2733,26002625.10,2020,9,21,22,57,5.1,0.66,42.39,45.54,17.3,6.6,2.8,1.4,19,,OBGSR,
,,,,,,,,,,,,,,,,,,,,,,,,,,NCA20 2734,26011316.50,2020,9,22,1,21,56.5,,42.93,47.06,6.0,3.5,,-0.3,6,,DAGSR,
,,,,,,,,,,,,,,,,,,,,,,,,,,NCA20 2735,26037344.60,2020,9,22,8,35,44.6,0.67,41.90,46.32,18.1,9.4,4.2,3.0,40,,OBGSR,
,,,,,,,,,,,,,,,,,,,,,,,,,,NCA20 2736,26038056.20,2020,9,22,8,47,36.2,0.29,44.83,37.07,4.8,6.5,2.5,1.4,3,,OBGSR,
,,,,,,,,,,,,,,,,,,,,,,,,,,NCA20 2737,26051573.59,2020,9,22,12,32,53.6,,41.90,46.28,18.0,6.2,,1.2,7,,DAGSR,
,,,,,,,,,,,,,,,,,,,,,,,,,,NCA20 2738,26051943.73,2020,9,22,12,39,3.7,,41.89,46.28,15.0,6.3,,1.3,8,,DAGSR,
,,,,,,,,,,,,,,,,,,,,,,,,,,NCA20 2739,26052163.71,2020,9,22,12,42,43.7,,41.91,46.26,24.0,5.6,,0.9,5,,DAGSR,
,,,,,,,,,,,,,,,,,,,,,,,,,,NCA20 2740,26056968.50,2020,9,22,14,2,48.5,0.51,43.10,45.94,14.1,6.4,3.0,1.3,11,,OBGSR,
,,,,,,,,,,,,,,,,,,,,,,,,,,NCA20 2741,26057552.64,2020,9,22,14,12,32.6,,41.68,47.44,15.0,6.4,,1.3,8,,DAGSR,
,,,,,,,,,,,,,,,,,,,,,,,,,,NCA20 2742,26071307.07,2020,9,22,18,1,47.1,,40.38,50.34,15.0,8.6,,2.6,7,,DAGSR,
,,,,,,,,,,,,,,,,,,,,,,,,,,NCA20 2743,26074910.67,2020,9,22,19,1,50.7,,42.86,46.91,9.0,4.7,,0.4,9,,DAGSR,
,,,,,,,,,,,,,,,,,,,,,,,,,,NCA20 2744,26075887.40,2020,9,22,19,18,7.4,0.57,43.88,44.13,15.1,7.2,3.1,1.8,15,,OBGSR,
,,,,,,,,,,,,,,,,,,,,,,,,,,NCA20 2745,26078078.60,2020,9,22,19,54,38.6,0.85,43.91,44.13,13.5,7.6,3.3,2.0,36,,OBGSR,
,,,,,,,,,,,,,,,,,,,,,,,,,,NCA20 2746,26085668.90,2020,9,22,22,1,8.9,0.92,40.97,43.94,1.4,9.1,3.9,2.8,36,,OBGSR,
,,,,,,,,,,,,,,,,,,,,,,,,,,NCA20 2747,26085859.87,2020,9,22,22,4,19.9,,40.83,43.90,1.0,8.1,,2.3,10,,DAGSR,
,,,,,,,,,,,,,,,,,,,,,,,,,,NCA20 2748,26092913.00,2020,9,23,0,1,53.0,0.59,41.86,46.28,21.4,6.9,2.9,1.6,13,,OBGSR,
,,,,,,,,,,,,,,,,,,,,,,,,,,NCA20 2749,26100101.90,2020,9,23,2,1,41.9,0.38,43.26,45.64,12.6,6.6,2.9,1.4,14,,OBGSR,
,,,,,,,,,,,,,,,,,,,,,,,,,,NCA20 2750,26102743.20,2020,9,23,2,45,43.2,0.53,41.51,43.65,3.7,6.8,2.9,1.6,10,,NOGSR,
,,,,,,,,,,,,,,,,,,,,,,,,,,NCA20 2751,26103549.50,2020,9,23,2,59,9.5,0.16,43.18,45.52,5.2,6.0,2.8,1.1,3,,NOGSR,
,,,,,,,,,,,,,,,,,,,,,,,,,,NCA20 2752,26104216.50,2020,9,23,3,10,16.5,0.89,41.55,43.59,14.7,7.4,3.2,1.9,10,,NOGSR,
,,,,,,,,,,,,,,,,,,,,,,,,,,NCA20 2753,26118264.61,2020,9,23,7,4,24.6,,41.94,46.26,24.0,6.1,,1.2,7,,DAGSR,
,,,,,,,,,,,,,,,,,,,,,,,,,,NCA20 2754,26127175.23,2020,9,23,9,32,55.2,,42.86,46.51,6.0,4.8,,0.4,4,,DAGSR,
,,,,,,,,,,,,,,,,,,,,,,,,,,NCA20 2755,26131039.30,2020,9,23,10,37,19.3,0.29,44.84,37.65,0.0,6.2,2.2,1.2,4,взрыв,OBGSR,
,,,,,,,,,,,,,,,,,,,,,,,,,,NCA20 2756,26145534.44,2020,9,23,14,38,54.4,,42.92,46.84,3.0,5.2,,0.7,5,,DAGSR,
,,,,,,,,,,,,,,,,,,,,,,,,,,NCA20 2757,26151629.06,2020,9,23,16,20,29.1,,43.01,46.86,24.0,5.0,,0.6,5,,DAGSR,
,,,,,,,,,,,,,,,,,,,,,,,,,,NCA20 2758,26161340.00,2020,9,23,19,2,20.0,0.60,42.50,44.03,10.1,7.7,3.5,2.1,20,,OBGSR,
,,,,,,,,,,,,,,,,,,,,,,,,,,NCA20 2759,26162791.10,2020,9,23,19,26,31.1,0.54,43.48,43.62,22.3,6.2,3.0,1.2,12,,OBGSR,
,,,,,,,,,,,,,,,,,,,,,,,,,,NCA20 2760,26162862.70,2020,9,23,19,27,42.7,0.39,43.37,43.60,21.0,5.0,2.4,0.6,6,,NOGSR,
,,,,,,,,,,,,,,,,,,,,,,,,,,NCA20 2761,26165770.10,2020,9,23,20,16,10.1,0.32,44.86,37.43,20.0,6.9,2.6,1.6,8,,OBGSR,
,,,,,,,,,,,,,,,,,,,,,,,,,,NCA20 2762,26172550.50,2020,9,23,22,9,10.5,0.58,44.37,39.83,18.4,4.7,1.9,0.4,4,,OBGSR,
,,,,,,,,,,,,,,,,,,,,,,,,,,NCA20 2763,26173960.90,2020,9,23,22,32,40.9,0.17,41.99,48.90,15.1,6.6,2.8,1.4,3,,OBGSR,
,,,,,,,,,,,,,,,,,,,,,,,,,,NCA20 2764,26174093.40,2020,9,23,22,34,53.4,0.55,41.74,46.06,21.4,7.8,3.4,2.1,26,,OBGSR,
,,,,,,,,,,,,,,,,,,,,,,,,,,NCA20 2765,26174699.20,2020,9,23,22,44,59.2,0.63,43.22,44.29,11.2,5.1,1.9,0.6,5,,NOGSR,
,,,,,,,,,,,,,,,,,,,,,,,,,,NCA20 2766,26177346.71,2020,9,23,23,29,6.7,,41.98,45.41,33.0,5.9,,1.1,4,,DAGSR,
,,,,,,,,,,,,,,,,,,,,,,,,,,NCA20 2767,26182196.44,2020,9,24,0,49,56.4,,42.83,46.97,15.0,3.5,,-0.3,4,,DAGSR,
,,,,,,,,,,,,,,,,,,,,,,,,,,NCA20 2768,26186382.48,2020,9,24,1,59,42.5,,40.65,50.51,27.0,8.1,,2.3,6,,DAGSR,
,,,,,,,,,,,,,,,,,,,,,,,,,,NCA20 2769,26192076.97,2020,9,24,3,34,37.0,,42.63,45.93,33.0,5.1,,0.6,7,,DAGSR,
,,,,,,,,,,,,,,,,,,,,,,,,,,NCA20 2770,26202008.80,2020,9,24,6,20,8.8,0.82,44.27,40.79,0.0,5.9,2.3,1.1,3,взрыв,OBGSR,
,,,,,,,,,,,,,,,,,,,,,,,,,,NCA20 2771,26209715.10,2020,9,24,8,28,35.1,0.53,42.68,43.29,10.6,6.2,3.0,1.2,7,,NOGSR,
,,,,,,,,,,,,,,,,,,,,,,,,,,NCA20 2772,26214860.22,2020,9,24,9,54,20.2,,42.41,48.78,9.0,7.5,,1.9,12,,DAGSR,
,,,,,,,,,,,,,,,,,,,,,,,,,,NCA20 2773,26216686.30,2020,9,24,10,24,46.3,0.41,44.86,37.61,0.0,5.8,2.1,1.0,3,взрыв,OBGSR,
,,,,,,,,,,,,,,,,,,,,,,,,,,NCA20 2774,26216735.40,2020,9,24,10,25,35.4,0.31,44.82,37.66,0.0,6.0,2.4,1.1,3,взрыв,OBGSR,
,,,,,,,,,,,,,,,,,,,,,,,,,,NCA20 2775,26228744.85,2020,9,24,13,45,44.9,,42.66,46.51,9.0,5.3,,0.7,10,,DAGSR,
,,,,,,,,,,,,,,,,,,,,,,,,,,NCA20 2776,26235000.70,2020,9,24,15,30,0.7,0.43,43.50,44.37,11.1,5.8,2.9,1.0,8,,NOGSR,
,,,,,,,,,,,,,,,,,,,,,,,,,,NCA20 2777,26248929.50,2020,9,24,19,22,9.5,0.09,44.24,42.69,12.6,5.2,2.6,0.7,5,,CWGSR,
,,,,,,,,,,,,,,,,,,,,,,,,,,NCA20 2778,26257138.40,2020,9,24,21,38,58.4,0.09,44.75,37.18,25.0,5.9,2.5,1.1,4,,OBGSR,
,,,,,,,,,,,,,,,,,,,,,,,,,,NCA20 2779,26282257.37,2020,9,25,4,37,37.4,,41.89,47.53,6.0,5.4,,0.8,5,,DAGSR,
,,,,,,,,,,,,,,,,,,,,,,,,,,NCA20 2780,26283552.36,2020,9,25,4,59,12.4,,42.61,46.58,6.0,4.6,,0.3,8,,DAGSR,
,,,,,,,,,,,,,,,,,,,,,,,,,,NCA20 2781,26293290.30,2020,9,25,7,41,30.3,0.79,42.72,46.48,5.3,9.1,4.1,2.8,47,,OBGSR,
,,,,,,,,,,,,,,,,,,,,,,,,,,NCA20 2782,26303729.30,2020,9,25,10,35,29.3,0.30,44.05,42.76,8.8,5.8,2.5,1.0,6,,CWGSR,
,,,,,,,,,,,,,,,,,,,,,,,,,,NCA20 2783,26306615.57,2020,9,25,11,23,35.6,,42.71,46.57,6.0,4.1,,0.1,4,,DAGSR,
,,,,,,,,,,,,,,,,,,,,,,,,,,NCA20 2784,26310276.75,2020,9,25,12,24,36.8,,42.40,46.00,6.0,5.4,,0.8,5,,DAGSR,
,,,,,,,,,,,,,,,,,,,,,,,,,,NCA20 2785,26317576.10,2020,9,25,14,26,16.1,0.36,43.10,45.96,13.4,7.0,3.4,1.7,6,,NOGSR,
